reviewId,content,score,gender,location,date
43374c5f-cbed-43a3-8e8b-8029dc9fbd6d,good app,4,male,"Athens, Greece",2015-07-17
49e6346a-a5ae-4a37-9d62-d9c607e4b4e0,Nice app and a lot of opportunities,4,male,"Manchester, United Kingdom",2015-05-26
75714d0f-472d-4766-a732-d4c957bbf406,way better than grndr,4,male,"Lusaka, Zambia",2016-09-08
6dfe1680-5a52-4b56-8c7d-c8a4491cf4b3,Pata nhi kaha kaha se log AA jate hai,4,male,"Krakow, Poland",2015-10-07
8e7d9cff-699e-4bd1-8654-d374c7f23397,nice,4,male,"Osaka, Japan",2016-04-09
63451fcb-b96f-48cc-81f0-7493dbfc703b,Not bed,4,male,"Dar es Salaam, Tanzania",2016-11-28
ba326d4c-5f47-476b-a7f4-21f25620fb9f,Great app to meet women. Just find it annoying that I keep runing out of profiles to swipe. So have to make radius wider. But I am not always in the mood for a long drive just to meet up. Otherwise cool!,4,male,"Zurich, Switzerland",2015-03-29
e2924168-c5f2-4feb-a8a3-af9a054de69d,It's a great app and has possibilities to meet a lifetime partner,4,male,"Marrakesh, Morocco",2016-11-04
300d1552-7a36-4852-a5d4-6a7eacb605ae,cool,4,male,"Birmingham, United Kingdom",2015-02-13
09b35978-7338-48eb-99f6-37cc56aae0e9,great app,4,male,"Lagos, Nigeria",2016-07-19
456ec12b-b7a6-43a2-b4ef-51eef0b05b16,Is just fine,4,male,"Hamburg, Germany",2015-08-01
c79be213-b9b4-400c-852d-0ffa5cf9e1cb,Uchenna AKA,4,male,"Helsinki, Finland",2015-08-02
09ef4140-99ec-42f8-9862-0117d01e74d4,My 1st day 24hr. review I like what I see so far!,4,male,"Athens, Greece",2015-06-06
41282694-8cf5-4ee3-856b-d3db49a3089a,good,4,male,"Marseille, France",2015-06-05
0c45a044-9bc4-4178-b7f6-88fc767124c3,Love ❤️,4,male,"Hanoi, Vietnam",2016-03-18
31d82074-db67-4457-90d1-ced23e0fccbf,unfortunately the public changes,4,male,"Krakow, Poland",2015-06-10
e15d8013-2b05-4ca5-9bdf-66af628d2bc7,So far it's a four star that I'm liking. Would be my first time on here and I pray I find my Queen,4,male,"Dublin, Ireland",2015-05-03
6fadbfcd-5c60-4a67-bdfc-891114ce295a,I like the App,4,male,"Jerusalem, Israel",2015-11-10
0c755721-b7af-402b-88cb-29d8b8c3f703,the option to remove photos seems to be available only while another image is being uploaded? is this intentional or is there some logic behind this?!,4,male,"Taipei, Taiwan",2016-06-16
3e54c270-842e-4f37-99c0-a8f6019c7a3d,so far I am liking it,4,male,"Abuja, Nigeria",2016-11-17
804f4d01-e71c-490e-9fed-e4b9c7c8ab6c,good,4,male,"Cairo, Egypt",2016-07-05
65f4337a-53d0-46cd-a659-35933c78ea9d,It's nice,4,male,"Shenzhen, China",2016-06-04
ccb18653-1665-4e7b-ac4f-c0b7c9d2b28d,Nice,4,male,"Manila, Philippines",2015-12-09
609b6ef2-d347-4241-9225-9cab468aadb6,ok,4,male,"Dakar, Senegal",2016-06-29
85fae5ce-2805-4e32-af75-2b1a3e473837,my location peaple show,4,male,"Marseille, France",2015-08-13
d318f7f9-3243-4be0-acf4-cc3ba47292fd,Good,4,male,"Zurich, Switzerland",2015-07-10
5cc42498-daba-496f-8968-f3220fa9f822,Pretty good. Would be very helpful if you could sort your matches by distance.,4,male,"Stockholm, Sweden",2015-01-26
924a64a7-75d4-411f-92f0-0d4bc8552cd3,"Good for meeting people, but not necessarily good for finding a relationship!",4,male,"Bangalore, India",2016-06-04
02ce020b-07ce-4017-bc57-cf20063985de,سلام برنامه جالبیه امتحانش نکردم ولی بد نباس باسه,4,male,"Jeddah, Saudi Arabia",2016-03-15
e613b699-76cc-43bc-827c-8ff986adddcc,lemme think..,4,male,"Manchester, United Kingdom",2015-07-03
aad91128-28d1-4abe-9e80-9dd650278e59,nice app but atleast make it free for messaging,4,male,"Mumbai, India",2016-05-13
bbef47b3-e99f-4083-9d34-f6bed536ad62,good,4,male,"Tunis, Tunisia",2016-11-02
31c0a1ef-de49-49f7-bda5-53671ea03b05,"if you are willing to sift through the debris, and are open to disappointment. this is the app for you. the app is littered with broken, self indulgence and people selling things. but there are some awesome people if you look, and are patient. if you just want to have fun. that's here too. if you want to pay for that fun... that's here too. and if you like vacuous beauty... that's here too. hahah just kidding those are scams.",4,male,"Marseille, France",2015-06-04
bee11a78-5c84-4a7e-8577-ff57b4fe427a,okay report,4,male,"Mumbai, India",2016-05-31
50b91f57-94bf-456a-988a-9fd0d0a5ced0,Good,4,male,"Delhi, India",2016-06-01
1ec16ec9-fc6e-4c8f-b328-30ad9469a7c3,good,4,male,"Glasgow, United Kingdom",2015-01-19
569b06bd-9896-4ea5-8ded-d83ded2e81f9,great app I have match on this app I love it,4,male,"Valencia, Spain",2015-06-06
eb18f8fe-11ac-4783-9672-518d00d5b9f6,superb,4,male,"Abuja, Nigeria",2016-12-15
0a80fb04-faad-427e-814d-8244a1f86d48,"Updating since watching ads isnnow working. But can you add a feature where we can see in which devices are we logged in, for security purposes. Thank you.",4,male,"Kumasi, Ghana",2016-11-01
9e69dba3-6df9-4c7b-8f89-effa3c55890d,Add a super dislike button,4,male,"Harare, Zimbabwe",2016-09-19
1ac804c6-e95b-43de-be20-2139dab1c892,it a nice app it's looking good,4,male,"Dar es Salaam, Tanzania",2016-12-12
00bd9bec-da68-447f-b57b-60f53f1b12cc,Awesome program,4,male,"Dar es Salaam, Tanzania",2016-12-19
f3c743b8-47d5-458d-89df-94c3182654cd,I still think it's okay,4,male,"Krakow, Poland",2015-10-17
fa854847-1c37-4908-80c7-b9297054d864,"There is a new bug. It happens when you try to change the region to another than your location. It is very hard for the app to accept the change, and once it does, its hard to changr back to ""my current location"". It started a few days ago.",4,male,"Amsterdam, Netherlands",2015-07-05
b66752f6-fbd7-4e0c-b178-86133948cad1,It's Tinder 😅,4,male,"Edinburgh, United Kingdom",2015-05-20
1d58b77e-9cb1-4a93-9c2b-ef20190ad131,cool,4,male,"Cairo, Egypt",2016-07-09
39783af9-3f8f-4639-be12-71aeaf44c0ed,the create gonna be very wealthy for inventing this app,4,male,"Geneva, Switzerland",2015-06-11
3efc22ea-1754-4927-bec2-d2f80387ea9e,❤️,4,male,"Mombasa, Kenya",2016-10-09
961ef34c-35d3-4f64-bee4-682a7de251d6,love it,4,male,"Shenzhen, China",2016-02-14
921123c9-c43e-4295-9a64-6fddf425e810,Great app for meeting new people. Good work Tinder Team,4,male,"Dublin, Ireland",2015-09-21
578e84b8-993b-4b97-ae53-96ab815d8887,best ever,4,male,"Osaka, Japan",2015-11-12
e7eee6f2-cfc2-49c5-8eea-3f922353e655,Great apps I like it 😉,4,male,"Nairobi, Kenya",2016-10-30
4b1e3bb9-4f44-4e7e-bb3c-5adfe2dc310a,Not so bad,4,male,"Frankfurt, Germany",2015-08-25
7a7558d3-163f-4902-8fd0-f10ca114c851,it's been good so far.,4,male,"Lagos, Nigeria",2016-09-29
21386756-0bf1-4e10-aa3f-7f15ad903936,"Don't like how you can't just message people, but I suppose this is a good system of filtering out scammers. Like all dating apps, this is personal data harvesting on an industrial scale.",4,male,"Glasgow, United Kingdom",2015-10-24
e31c1ee6-cca7-420a-bbb7-d594dbf6231f,Thank you for the app.,4,male,"Hamburg, Germany",2015-04-26
e3821e4e-0be6-4ef3-9e0e-c16241148021,good,4,male,"Guangzhou, China",2016-01-29
035a524a-1b58-4c20-90fe-cb72808b8789,love it,4,male,"Cairo, Egypt",2016-09-25
f9823641-43f5-42a1-bebe-7801ae204937,𝑵𝒊𝒄𝒆 𝒂𝒑𝒑,4,male,"Bali, Indonesia",2016-01-29
1596ce3a-218a-41e7-b336-b6beaff5fa1c,"my names Kristian I'm outgoing love the outdoors. I have a good since humor. my interests include working out, music, camping, hiking, bicycle 🚲 on the trail.",4,male,"Stockholm, Sweden",2015-07-08
