reviewId,content,score,gender,location,date
6457799c-a4e0-42ff-99d3-382674590462,Can you delete my account I'm unable to,1,male,"Valencia, Spain",2022-05-23
57254589-8525-4886-b16f-4d833b0a9270,Was issued a permanent ban. Bad experience after seeing 90% of fake profiles.,1,male,"Budapest, Hungary",2022-01-06
b00500a8-9c56-4365-9b50-d116ed638e73,"Not quite sure if the shallowness of dating is brought on by tinder or it has just brought it to the fore. Anyway, this vicious cycle is something I'm tired of, and dating seems like a far off pipe dream for me. Tinder doesn't help, instead it sets in more self doubt and insecurity than any positive experiences or feelings it promises.",1,male,"Singapore, Singapore",2022-12-13
d25a7105-092f-44de-a489-76e465294a71,"I registered and subscribed to this app in less than 3days only for me to be blocked, saying I have violated their terms and conditions which I have not. This app is a scam app Don't subscribe",1,male,"Bangkok, Thailand",2022-12-16
a3a26939-0dda-4993-8e3d-21159b9d6f9e,"""Oops, something went wrong"" Every time I try to log in",1,male,"Edinburgh, United Kingdom",2022-07-07
2b02c9b2-3bac-4a37-9dd5-24b05bb7961d,I believe its fake with so many fake IDs,1,male,"Busan, South Korea",2022-12-15
20477b95-c86f-4ac7-aaba-35a47d720579,trash,1,male,"Tel Aviv, Israel",2022-12-24
c9824e49-746c-449f-ab52-a8de9aeb2315,the culture is awful (not tinder's fault) and the restrictions on use heavily push people to the very expensive pay options (tinder's fault). taking it from two stars to one because the app recently stopped working for me. it's stuck in a loop where it asks for my phone number but won't do anything else. instant login option via email isn't working.,1,male,"Milan, Italy",2022-08-08
18c556d9-e9da-4483-9ef2-9f421f471c7a,Only loading not moving ahead,1,male,"Krakow, Poland",2022-05-08
a2f71e00-4b15-4420-b81e-4b4bca8131b8,This app is a scam. You have to pay to do anything . U get 5 likes then you have to pay for anything else. U wanna see anybody . Gotta pay . When u run out of likes you can't even share the person to try to come back with more likes because it'll say there was an error and to try back once that page is gone . Smh app is pretty terrible,1,male,"Karachi, Pakistan",2022-12-24
f86913c8-4054-4697-9381-c853346298fe,A lot of dead profiles. Tried subscriptions but like other users warned they are a waste of money. Better apps out there,1,male,"Vienna, Austria",2022-04-29
615b83ec-bcdc-47c8-a628-a55024f54109,It's broken I can't even log in in this ap,1,male,"Lisbon, Portugal",2022-07-13
e8e02432-caec-4e1e-82bc-257b53738bf0,Someone liked me when I liked her back the person is not showing in matches.this is happing everytime.,1,male,"Barcelona, Spain",2022-08-26
2f16f62b-3508-4f4b-906d-3bcc8a999d58,"So I started using this back in 2019, hopping I would find someone. So far nope. As it turns out if you want to actually do much of anything with this app these days you gotta get their super premium subscription otherwise the algorithm will just never show your profile. And also the amount of girls I have seen on this app inadvertently advertising their Only Fans is maybe in the triple digits. Worst of all it gave me loneliness attacks. I will remain Forever Alone.",1,male,"Stockholm, Sweden",2022-03-26
176e2c3a-d128-4027-9dde-fc813cd2979e,not bad,1,male,"Edinburgh, United Kingdom",2022-04-14
82058b6d-a174-4b96-aadd-66f11d58ce7a,DONT USE TINDER IVE BEEN NOTHING BUT GOOD ON TINDER AND RECEIVED A PERMANENT NO WARNING NO REASON GIVEN I've tried to appeal but all it will do is force you to log in where there's nothing you can do because your account has been banned.,1,male,"Glasgow, United Kingdom",2022-09-10
bac3f6aa-6b9a-427e-8fb3-01cc8ded6445,"I deleted my account for a bit, and when I went to remake it, it won't let me and says I've been banned. Tried reaching out to their help email, and they literally just said they weren't able to look into it or anything.",1,male,"Stockholm, Sweden",2022-07-08
1d86bec3-fdc6-4ddb-b32d-365b0484fa72,Bots all day everyday,1,male,"Krakow, Poland",2022-01-17
323c9027-3e10-4c5f-b00f-5e255b20d899,"never seems to work, sat next to a friend, they swipe right on me, I swipe right... nothing comes through on either... just download a different app",1,male,"Jeddah, Saudi Arabia",2022-12-08
6fb2be77-dd9c-41fc-9fa7-5912cc85b2fd,Nothing but scams and cat fishing. There are plenty of better options now that tinder has gone down the toilet.,1,male,"Delhi, India",2022-12-21
028cadd6-c7e7-4237-bdfa-cd12aefa252d,Things have changed in 5-6 years... for the worse....,1,male,"Edinburgh, United Kingdom",2022-07-27
6aa13314-5260-496a-a229-7699cfbd92f7,"Worst verification for human, without signing in i deleted the aap. It was asking to select from 6 imgaes the set of dices that make up to 14 for3 times what the fk .",1,male,"Madrid, Spain",2022-01-15
d3426dc4-3366-4ef3-833c-2b08b8397d50,"La aplicacion es una estafa total. Cuando pagas la suscripcion dejas de recibir likes y en cuanto termina tu suscripcion te llegan likes nuevos para que sigas gastando. O sea, la aplicacion solo muestra tu perfil en esos casos. La app esta programada para que te quedes en ella gastando dinero el maximo posible. En el caso de las mujeres es mas o menos lo mismo. No pierdan su tiempo que Tinder hace rato que ya NO SIRVE PARA NADA!",1,male,"Warsaw, Poland",2022-01-22
97235e3b-e702-478e-8d6b-4fcce1644d27,no matches,1,male,"Copenhagen, Denmark",2022-03-17
9884e3a4-1a1b-4768-a85c-65994e993797,"Request Delete my name and account immediately, have a pleasant day folks🐾",1,male,"Jakarta, Indonesia",2022-11-19
785e1a04-da18-4dd2-a069-bd92e65621d0,"I'm 18, and it says ""age restricted"" and won't let me use the app. Update: Tried again at 21, and it STILL says I'm underage.",1,male,"Hamburg, Germany",2022-08-30
c6840b8e-31d4-457f-bb19-b2c916f13098,This is a free dating app but you must pay to even view your likes🙄,1,male,"Berlin, Germany",2022-10-05
6a7d9141-5276-41df-ac16-a30161692baf,u can't find any love unless u pay for this so called free app,1,male,"Budapest, Hungary",2022-04-01
97006f46-2d18-4a7a-920d-7ba6b3c49bac,Tinder used to be interesting. Now it's a monetized and gamified cesspool. There's a reason that it's the highest grossing dating app in the world. Time and Money waster.,1,male,"Birmingham, United Kingdom",2022-10-07
593ad79a-9f8e-4b71-860c-ae36e1ca8464,"In my experience, i get matches but barely any replies. It gets frustrating after a while.",1,male,"Lisbon, Portugal",2022-01-20
6553ed88-90e3-4098-a125-6c97a219c196,"Personally, it seems like you need to pay to get noticed. It gets frustrating after a while.",1,male,"Amsterdam, Netherlands",2022-06-23
b092da42-6216-44a1-9cd1-947aba22c4af,"For me, the algorithm feels unfair at times. That part could definitely be improved.",1,male,"Seville, Spain",2022-08-23
4ba9d22f-dc6e-4a59-9a40-a18bd0d74fc3,One issue is that there are too many fake profiles on Tinder.,1,male,"Madrid, Spain",2022-09-20
cdaa89f9-c715-44e2-b45a-895a9ba71111,"So far, swiping gets repetitive and exhausting. It slows things down.",1,male,"Amsterdam, Netherlands",2022-08-06
f477d332-9fcf-41f5-80df-d07458afbcb5,"Honestly, there are too many fake profiles on Tinder.",1,male,"Kathmandu, Nepal",2022-11-30
5a601ed8-1c19-4187-bf54-7da945ec5d2a,"In my experience, there are too many fake profiles on Tinder.",1,male,"Seville, Spain",2022-07-04
12a39785-15b2-41ff-8ff9-53dbad4682dc,What bothers me is that the algorithm feels unfair at times. It ends up feeling repetitive.,1,male,"Zurich, Switzerland",2022-07-03
d554c65d-2ea5-4511-8ff8-d7cc3514b625,"I wanted to like it, but it can be frustrating to use after a while.",1,male,"Valencia, Spain",2022-02-08
3b4df8c0-a175-4a1e-bd63-04a60de040c3,"Honestly, swiping gets repetitive and exhausting. It ends up feeling repetitive.",1,male,"Glasgow, United Kingdom",2022-06-13
d49d6113-5008-4ed2-aac0-4bf2ca308bf1,"For me, it can be frustrating to use after a while. That part could definitely be improved.",1,male,"Oslo, Norway",2022-05-03
a76e1a07-4caf-4c0f-aea8-0b94bfb13dd3,"In my experience, some users don’t seem serious about dating. It makes it harder to connect with people.",1,male,"Stockholm, Sweden",2022-05-09
5d7da640-d514-4084-8db3-30ff531a2041,"I wanted to like it, but there are too many fake profiles on Tinder. It slows things down.",1,male,"Amsterdam, Netherlands",2022-03-12
58f94cfe-c5c9-4bf9-9e97-4fde1fe6bd1a,"Honestly, it can be frustrating to use after a while. It makes the experience less enjoyable.",1,male,"Marseille, France",2022-05-07
f567c2b6-adf3-495e-9c5e-2795261b1f9c,"In my experience, it affects your confidence after a while. It makes it harder to connect with people.",1,male,"Bangalore, India",2022-11-14
5a8f8dbf-082f-4e08-ad3e-d3aaa65d2183,What bothers me is that matches often don’t lead anywhere. It slows things down.,1,male,"Warsaw, Poland",2022-02-25
2dea41c4-37b5-4f89-b0ec-8e4c69fe78e9,"So far, the app feels very superficial. It makes the app feel draining.",1,male,"Warsaw, Poland",2022-04-18
fd2f96db-2bc1-4ef7-b1b9-60e254a1e9cb,"In my experience, there are too many fake profiles on Tinder. That part could definitely be improved.",1,male,"Budapest, Hungary",2022-02-10
42c65f80-0cf7-4852-94a0-9eb371089020,"I wanted to like it, but swiping gets repetitive and exhausting. It makes it harder to connect with people.",1,male,"Budapest, Hungary",2022-01-13
d09c7891-8628-49d9-b93d-091c3ece210e,I’d say matches often don’t lead anywhere. That part could definitely be improved.,1,male,"Bangalore, India",2022-11-10
972805c8-34cb-43f7-9199-b944e3c424c7,"I wanted to like it, but it can be frustrating to use after a while. It makes the experience less enjoyable.",1,male,"Marseille, France",2022-03-02
3d4fa59b-4d80-4f3b-9651-9c11f0121fb5,What bothers me is that it affects your confidence after a while.,1,male,"Madrid, Spain",2022-03-12
d8dae0b2-2f9f-4f40-9f70-5c1f8aa626dc,"Honestly, the algorithm feels unfair at times.",1,male,"Birmingham, United Kingdom",2022-01-07
d6ecdafc-d2ea-49b2-83b0-9b00833f377a,I’d say swiping gets repetitive and exhausting. It makes the experience less enjoyable.,1,male,"Copenhagen, Denmark",2022-05-16
ee597828-9f5a-462c-842d-813e3705362e,"Personally, it can be frustrating to use after a while. That part could definitely be improved.",1,male,"Stockholm, Sweden",2022-03-06
8bfac47b-f1d6-480b-a341-36f6fd9fa021,"For me, matches often don’t lead anywhere.",1,male,"Prague, Czech Republic",2022-01-06
1ff3d082-8930-42fb-8a67-9c1130c2120d,"So far, i get matches but barely any replies. It makes the app feel draining.",1,male,"Hamburg, Germany",2022-08-06
f76485ed-c74c-4134-a880-429ec95a98f2,I’d say the algorithm feels unfair at times.,1,male,"Oslo, Norway",2022-07-07
e1fab0ff-b5cd-460f-81fa-390662c03407,One issue is that i get matches but barely any replies. It gets frustrating after a while.,1,male,"Tokyo, Japan",2022-11-05
c9f2b46f-8f2e-44f3-8e1a-b00894cf78c7,What bothers me is that it seems like you need to pay to get noticed.,1,male,"Frankfurt, Germany",2022-03-09
e2dba3cd-9cf2-46ee-b370-26d2d6c8644f,I’d say it can be frustrating to use after a while. That part could definitely be improved.,1,male,"Seville, Spain",2022-07-16
a43101ff-7f26-4dc3-bb03-f36829f1cdea,"I wanted to like it, but there are too many fake profiles on Tinder. It ends up feeling repetitive.",1,male,"Lyon, France",2022-02-27
796755ac-d7dd-459f-8c33-c8d60fe1d2c1,I’d say swiping gets repetitive and exhausting. It makes it harder to connect with people.,1,male,"Brussels, Belgium",2022-07-31
e31fd72e-78f6-4b34-b564-d1c62d2f3b7e,"In my experience, some users don’t seem serious about dating. It makes the app feel draining.",1,male,"Copenhagen, Denmark",2022-05-18
6cbe421e-b22f-4872-a94b-0dd87eccfa7f,What bothers me is that it affects your confidence after a while. That part could definitely be improved.,1,male,"Warsaw, Poland",2022-03-01
effbfbd6-6e55-4834-a5f9-726affb39aa3,"In my experience, the app feels very superficial. That part could definitely be improved.",1,male,"Amsterdam, Netherlands",2022-08-21
511f2e89-e867-4bbc-a7af-f4efa6f64411,I’d say the algorithm feels unfair at times.,1,male,"Prague, Czech Republic",2022-05-06
c967b7be-14e7-40f3-a2e1-02c9234211cc,"So far, matches often don’t lead anywhere.",1,male,"Edinburgh, United Kingdom",2022-05-11
a75493bf-0018-49d4-a445-16812b014318,The main problem is that there are too many fake profiles on Tinder. It gets frustrating after a while.,1,male,"Riyadh, Saudi Arabia",2022-11-27
32de902e-b2c9-4bc7-86a7-bf0908920fe5,The main problem is that it seems like you need to pay to get noticed. It gets frustrating after a while.,1,male,"Dublin, Ireland",2022-10-06
e3e9d59b-4fcd-4b27-8f2c-716b724776be,What bothers me is that there are too many fake profiles on Tinder. It ends up feeling repetitive.,1,male,"Phuket, Thailand",2022-12-11
a8d0e9a5-7e93-4af7-baf5-e2b448132350,What bothers me is that the app feels very superficial. It ends up feeling repetitive.,1,male,"Dublin, Ireland",2022-07-07
bb5032f6-4bb6-4c54-929c-3c2d64c7906a,"In my experience, it can be frustrating to use after a while. That part could definitely be improved.",1,male,"Phuket, Thailand",2022-11-04
103a962a-3869-42fa-99cb-0aed8cad7584,"Honestly, some users don’t seem serious about dating. That part could definitely be improved.",1,male,"Edinburgh, United Kingdom",2022-06-20
feae6d92-0fc6-4380-b2fe-cae52586b7ec,What bothers me is that the app feels very superficial. It gets frustrating after a while.,1,male,"Valencia, Spain",2022-10-14
